Year,Category,Material Type,Vendor,Cost
2013,Reuse,D-Swap For Good,Others,6208
2014,Reuse,D-Donations,Others,1292
2014,Compost,C-Organics,Mission Trail,1240
2014,Compost,C-Organics,Mission Trail,922
2014,Compost,C-Organics,Mission Trail,508
2014,Compost,C-Organics,Mission Trail,1160
2014,Compost,C-Organics,Mission Trail,1466
2014,Compost,C-Organics,Mission Trail,949
2014,Compost,C-Organics,Mission Trail,323
2014,Compost,C-Organics,Mission Trail,1405
2014,Compost,C-Organics,Mission Trail,2559
2014,Compost,C-Organics,Mission Trail,1687
2014,Compost,C-Organics,Mission Trail,1239
2014,Compost,C-Organics,Mission Trail,2598
2015,Reuse,D-Food Recovery Network,Food Recovery Network,1291
2015,Reuse,D-Food Recovery Network,Food Recovery Network,1052
2015,Reuse,D-Food Recovery Network,Food Recovery Network,1430
2015,Reuse,D-Food Recovery Network,Food Recovery Network,1630
2015,Reuse,D-Food Recovery Network,Food Recovery Network,1687
2015,Reuse,D-Donations,Others,1582
2015,Recycle,R-Construction & Demolition,Others,1461
2015,Compost,C-Organics,Mission Trail,1630
2015,Compost,C-Organics,Mission Trail,6208
2015,Compost,C-Organics,Mission Trail,1630
2015,Compost,C-Organics,Mission Trail,1582
2015,Compost,C-Organics,Mission Trail,445
2015,Compost,C-Organics,Mission Trail,6515
2015,Compost,C-Organics,Mission Trail,122
2015,Compost,C-Organics,Mission Trail,943
2015,Compost,C-Organics,Mission Trail,1483
2015,Compost,C-Organics,Mission Trail,901
2015,Compost,C-Organics,Mission Trail,1582
2016,Compost,C-Yardwaste,Mission Trail,1043
2016,Compost,C-Yardwaste,Mission Trail,982
2016,Compost,C-Yardwaste,Mission Trail,944
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,890
2016,Compost,C-Yardwaste,Mission Trail,996
2016,Compost,C-Yardwaste,Mission Trail,1023
2016,Compost,C-Yardwaste,Mission Trail,1243
2016,Compost,C-Yardwaste,Mission Trail,937
2016,Compost,C-Yardwaste,Mission Trail,998
2016,Compost,C-Foodscraps,Mission Trail,37
2016,Compost,C-Foodscraps,Mission Trail,741
2016,Compost,C-Yardwaste,Mission Trail,1001
2016,Compost,C-Yardwaste,Mission Trail,1004
2016,Compost,C-Organics,Mission Trail,4450
2016,Compost,C-Yardwaste,Mission Trail,948
2016,Compost,C-Yardwaste,Mission Trail,1050
2016,Compost,C-Yardwaste,Mission Trail,1083
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,890
2016,Compost,C-Yardwaste,Mission Trail,953
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,890
2016,Compost,C-Yardwaste,Mission Trail,1002
2016,Compost,C-Yardwaste,Mission Trail,1040
2016,Compost,C-Yardwaste,Mission Trail,1010
2016,Compost,C-Foodscraps,Mission Trail,37
2016,Compost,C-Yardwaste,Mission Trail,947
2016,Compost,C-Yardwaste,Mission Trail,1026
2016,Compost,C-Yardwaste,Mission Trail,1064
2016,Compost,C-Yardwaste,Mission Trail,916
2016,Compost,C-Yardwaste,Mission Trail,49
2016,Compost,C-Yardwaste,Mission Trail,49
2016,Compost,C-Yardwaste,Mission Trail,49
2016,Compost,C-Yardwaste,Mission Trail,49
2016,Compost,C-Yardwaste,Mission Trail,741
2016,Compost,C-Yardwaste,Mission Trail,1052
2016,Compost,C-Yardwaste,Mission Trail,1174
2016,Compost,C-Yardwaste,Mission Trail,1002
2016,Compost,C-Yardwaste,Mission Trail,1010
2016,Compost,C-Yardwaste,Mission Trail,1162
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Yardwaste,Mission Trail,1037
2016,Compost,C-Yardwaste,Mission Trail,1083
2016,Compost,C-Yardwaste,Mission Trail,1039
2016,Compost,C-Yardwaste,Mission Trail,1019
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,49
2016,Compost,C-Foodscraps,Mission Trail,890
2016,Compost,C-Yardwaste,Mission Trail,579
2016,Compost,C-Foodscraps,Mission Trail,741
2016,Compost,C-Yardwaste,Mission Trail,1140
2016,Compost,C-Yardwaste,Mission Trail,1104
2016,Compost,C-Yardwaste,Mission Trail,672
2016,Compost,C-Foodscraps,Mission Trail,37
2016,Compost,C-Foodscraps,Mission Trail,37
2016,Compost,C-Foodscraps,Mission Trail,741
2016,Landfill,L-Landfill,Mission Trail,144
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,148
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,288
2016,Landfill,L-Landfill,Mission Trail,148
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,288
2016,Landfill,L-Landfill,Mission Trail,428
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,415
2016,Landfill,L-Landfill,Mission Trail,144
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,415
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,288
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,288
2016,Landfill,L-Landfill,Mission Trail,288
2016,Landfill,L-Landfill,Mission Trail,428
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,987
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,1582
2016,Landfill,L-Landfill,Mission Trail,279
2016,Landfill,L-Landfill,Mission Trail,148
2016,Landfill,L-Landfill,Mission Trail,148
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,1630
2016,Landfill,L-Landfill,Mission Trail,288
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,309
2016,Recycle,R-Mixed recycling,Mission Trail,213
2016,Recycle,R-Mixed recycling,Mission Trail,213
2016,Recycle,R-Mixed recycling,Mission Trail,317
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,317
2016,Recycle,R-E-waste,Green Waste,176
2016,Recycle,R-Paper,Green Waste,1678
2016,Recycle,R-Metal,Green Waste,176
2016,Recycle,R-Plastic,Green Waste,49
2016,Recycle,R-Cardboard,Green Waste,1595
2016,Recycle,R-Mixed recycling,Green Waste,1140
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,107
2016,Recycle,R-Mixed recycling,Mission Trail,30
2016,Recycle,R-Mixed recycling,Mission Trail,412
2016,Recycle,R-E-waste,ECS Refining,1285
2016,Recycle,R-Paper,Green Waste,1630
2016,Recycle,R-Plastic,Green Waste,1043
2016,Recycle,R-Cardboard,Green Waste,1576
2016,Recycle,R-Mixed recycling,Green Waste,1391
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,107
2016,Recycle,R-Mixed recycling,Mission Trail,159
2016,Recycle,R-Mixed recycling,Mission Trail,213
2016,Recycle,R-Mixed recycling,Mission Trail,110
2016,Recycle,R-Mixed recycling,Mission Trail,317
2016,Recycle,R-Mixed recycling,Mission Trail,110
2016,Recycle,R-E-waste,Green Waste,4929
2016,Recycle,R-Paper,Green Waste,1767
2016,Recycle,R-Plastic,Green Waste,276
2016,Recycle,R-Cardboard,Green Waste,1474
2016,Recycle,R-Mixed recycling,Green Waste,334
2016,Recycle,R-Mixed recycling,Mission Trail,209
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,107
2016,Recycle,R-Mixed recycling,Mission Trail,208
2016,Recycle,R-Mixed recycling,Mission Trail,309
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-Mixed recycling,Mission Trail,1109
2016,Recycle,R-E-waste,ECS Refining,1276
2016,Recycle,R-Mixed recycling,Mission Trail,317
2016,Reuse,D-Food Recovery Network,Food Recovery Network,338
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1063
2016,Reuse,D-Food Recovery Network,Food Recovery Network,556
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1221
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1582
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1643
2016,Reuse,D-Food Recovery Network,Food Recovery Network,823
2016,Reuse,D-Donations,Others,308
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1630
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1380
2016,Reuse,D-Food Recovery Network,Food Recovery Network,288
2016,Reuse,D-Food Recovery Network,Food Recovery Network,1582
2016,Reuse,D-Food Recovery Network,Food Recovery Network,2542
2016,Reuse,D-Swap For Good,Others,1630
2017,Compost,C-Yardwaste,Mission Trail,1265
2017,Compost,C-Yardwaste,Mission Trail,1451
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Organics,Mission Trail,765
2017,Compost,C-Foodscraps,Mission Trail,741
2017,Compost,C-Organics,Mission Trail,765
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Organics,Mission Trail,765
2017,Compost,C-Foodscraps,Mission Trail,741
2017,Compost,C-Yardwaste,Mission Trail,561
2017,Compost,C-Yardwaste,Mission Trail,561
2017,Compost,C-Yardwaste,Mission Trail,561
2017,Compost,C-Yardwaste,Mission Trail,561
2017,Compost,C-Yardwaste,Mission Trail,1037
2017,Compost,C-Yardwaste,Mission Trail,908
2017,Compost,C-Foodscraps,Mission Trail,741
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Foodscraps,Mission Trail,741
2017,Compost,C-Organics,Mission Trail,765
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Foodscraps,Mission Trail,741
2017,Compost,C-Yardwaste,Mission Trail,953
2017,Compost,C-Yardwaste,Mission Trail,1588
2017,Compost,C-Yardwaste,Mission Trail,1465
2017,Compost,C-Yardwaste,Mission Trail,1140
2017,Compost,C-Organics,Mission Trail,765
2017,Compost,C-Yardwaste,Mission Trail,579
2017,Compost,C-Foodscraps,Mission Trail,741
2017,Compost,C-Yardwaste,Mission Trail,888
2017,Compost,C-Yardwaste,Mission Trail,906
2017,Compost,C-Foodscraps,Mission Trail,1483
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,443
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,583
2017,Landfill,L-Landfill,Mission Trail,443
2017,Landfill,L- Recycling Residual,Caraustar,741
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1016
2017,Landfill,L-Landfill,Mission Trail,1016
2017,Landfill,L-Landfill,Mission Trail,1016
2017,Landfill,L-Landfill,Mission Trail,1016
2017,Landfill,L-Landfill,Mission Trail,1016
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,583
2017,Landfill,L-Landfill,Mission Trail,443
2017,Landfill,L- Recycling Residual,Caraustar,579
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1630
2017,Landfill,L- Recycling Residual,Caraustar,443
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,443
2017,Landfill,L- Recycling Residual,Caraustar,1199
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,583
2017,Landfill,L- Recycling Residual,Caraustar,412
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,288
2017,Landfill,L- Recycling Residual,Caraustar,1630
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,1687
2017,Landfill,L-Landfill,Mission Trail,298
2017,Landfill,L-Landfill,Mission Trail,443
2017,Landfill,L- Recycling Residual,Caraustar,2596
2017,Landfill,L-Landfill,Mission Trail,288
2017,Landfill,L-Landfill,Mission Trail,1265
2017,Landfill,L-Landfill,Mission Trail,1265
2017,Landfill,L-Landfill,Mission Trail,154
2017,Landfill,L-Landfill,Mission Trail,583
2017,Landfill,L-Landfill,Mission Trail,443
2017,Landfill,L- Recycling Residual,Caraustar,1630
2017,Recycle,R-E-waste,ECS Refining,1052
2017,Recycle,R-Mixed recycling,Mission Trail,1430
2017,Recycle,R-Mixed recycling,Mission Trail,480
2017,Recycle,R-Mixed recycling,Mission Trail,167
2017,Recycle,R-Mixed recycling,Caraustar,1286
2017,Recycle,R-Mixed recycling,Caraustar,1300
2017,Recycle,R-Mixed recycling,Caraustar,110
2017,Recycle,R-Mixed recycling,Caraustar,1619
2017,Recycle,R-Mixed recycling,Caraustar,122
2017,Recycle,R-Mixed recycling,Caraustar,1476
2017,Recycle,R-Mixed recycling,Caraustar,1265
2017,Recycle,R-Mixed recycling,Caraustar,1687
2017,Recycle,R-Confidential shredding,Corodata,1052
2017,Recycle,R-E-waste,ECS Refining,1630
2017,Recycle,R-E-waste,ECS Refining,1269
2017,Recycle,R-Mixed recycling,Mission Trail,220
2017,Recycle,R-Mixed recycling,Mission Trail,431
2017,Recycle,R-Mixed recycling,Mission Trail,328
2017,Recycle,R-Mixed recycling,Mission Trail,220
2017,Recycle,R-Mixed recycling,Mission Trail,328
2017,Recycle,R-Mixed recycling,Mission Trail,986
2017,Recycle,R-Mixed recycling,Mission Trail,1451
2017,Recycle,R-E-waste,ECS Refining,1037
2017,Recycle,R-Mixed recycling,Mission Trail,148
2017,Recycle,R-Mixed recycling,Mission Trail,1452
2017,Recycle,R-E-waste,ECS Refining,4929
2017,Recycle,R-Mixed recycling,Caraustar,1467
2017,Recycle,R-Mixed recycling,Caraustar,2735
2017,Recycle,R-Mixed recycling,Caraustar,1115
2017,Recycle,R-Mixed recycling,Caraustar,1477
2017,Recycle,R-Mixed recycling,Caraustar,1371
2017,Recycle,R-Mixed recycling,Caraustar,1344
2017,Recycle,R-Confidential shredding,Corodata,1802
2017,Recycle,R-Mixed recycling,Mission Trail,956
2017,Recycle,R-Mixed recycling,Mission Trail,1141
2017,Recycle,R-Mixed recycling,Mission Trail,1643
2017,Recycle,R-Confidential shredding,Corodata,1603
2017,Recycle,R-Mixed recycling,Mission Trail,220
2017,Recycle,R-Mixed recycling,Mission Trail,431
2017,Recycle,R-Mixed recycling,Mission Trail,114
2017,Recycle,R-E-waste,ECS Refining,154
2017,Recycle,R-Confidential shredding,Corodata,905
2017,Recycle,R-Mixed recycling,Mission Trail,220
2017,Recycle,R-Mixed recycling,Mission Trail,431
2017,Recycle,R-Mixed recycling,Mission Trail,328
2017,Recycle,R-Confidential shredding,Corodata,771
2017,Recycle,R-Mixed recycling,Mission Trail,220
2017,Recycle,R-Mixed recycling,Mission Trail,431
2017,Recycle,R-Mixed recycling,Mission Trail,328
2017,Recycle,R-E-waste,ECS Refining,1371
2017,Recycle,R-Confidential shredding,Corodata,1303
2017,Recycle,R-Confidential shredding,Corodata,1625
2017,Recycle,R-Confidential shredding,Corodata,633
2017,Recycle,R-Mixed recycling,Mission Trail,213
2017,Recycle,R-Mixed recycling,Mission Trail,317
2017,Recycle,R-Cardboard,Caraustar,241
2017,Recycle,R-Paper,Caraustar,1371
2017,Recycle,R-Glass,Caraustar,1652
2017,Recycle,R-Plastic,Caraustar,1599
2017,Recycle,R-Plastic,Caraustar,1291
2017,Recycle,R-Metal,Caraustar,1618
2017,Recycle,R-Metal,Caraustar,973
2017,Recycle,R-Plastic,Caraustar,213
2017,Recycle,R-Cardboard,Caraustar,227
2017,Recycle,R-Paper,Caraustar,1287
2017,Recycle,R-Glass,Caraustar,997
2017,Recycle,R-Plastic,Caraustar,829
2017,Recycle,R-Plastic,Caraustar,1292
